Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
144.217.148.73-192.168.10.17-123-123-17,192.168.10.17,123,144.217.148.73,123,17,5/7/2017 8:42,87016138,9,9,432,432,48,48,48,0,48,48,48,0,9.929192675,0.206858181,5118596.353,1.40E+07,5.70E+07,16039,8.70E+07,1.09E+07,1.95E+07,5.70E+07,1999920,8.70E+07,1.09E+07,1.95E+07,5.70E+07,1999693,0,0,0,0,192,204,0.10342909,0.10342909,48,48,48,0,0,0,0,0,0,0,0,0,0,1,50.66666667,48,48,192,0,0,0,0,0,0,9,432,9,432,-1,-1,8,20,6016113,5657063.553,1.00E+07,2015965,3.75E+07,2.76E+07,5.70E+07,1.80E+07,BENIGN
192.168.10.3-192.168.10.5-123-123-17,192.168.10.5,123,192.168.10.3,123,17,5/7/2017 8:43,64008869,4,4,192,192,48,48,48,0,48,48,48,0,5.999168646,0.12498268,9144124.143,2.42E+07,6.40E+07,3,6.40E+07,2.13E+07,3.70E+07,6.40E+07,3,6.40E+07,2.13E+07,3.70E+07,6.40E+07,3,0,0,0,0,80,80,0.06249134,0.06249134,48,48,48,0,0,0,0,0,0,0,0,0,0,1,54,48,48,80,0,0,0,0,0,0,4,192,4,192,-1,-1,3,20,81,0,81,81,6.40E+07,0,6.40E+07,6.40E+07,BENIGN
159.203.8.72-192.168.10.17-123-123-17,192.168.10.17,123,159.203.8.72,123,17,5/7/2017 8:43,66022169,7,7,336,336,48,48,48,0,48,48,48,0,10.17839932,0.212049986,5078628.385,1.53E+07,5.60E+07,22255,6.60E+07,1.10E+07,2.20E+07,5.60E+07,1999839,6.60E+07,1.10E+07,2.20E+07,5.60E+07,1999580,0,0,0,0,164,164,0.106024993,0.106024993,48,48,48,0,0,0,0,0,0,0,0,0,0,1,51.42857143,48,48,164,0,0,0,0,0,0,7,336,7,336,-1,-1,6,20,1.00E+07,0,1.00E+07,1.00E+07,5.60E+07,0,5.60E+07,5.60E+07,BENIGN
192.168.10.12-91.189.89.199-123-123-17,192.168.10.12,123,91.189.89.199,123,17,5/7/2017 8:43,65094028,2,2,96,96,48,48,48,0,48,48,48,0,2.949579338,0.06144957,2.17E+07,3.74E+07,6.49E+07,93902,6.50E+07,6.50E+07,0,6.50E+07,6.50E+07,6.50E+07,6.50E+07,0,6.50E+07,6.50E+07,0,0,0,0,40,40,0.030724785,0.030724785,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,40,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,94092,0,94092,94092,6.49E+07,0,6.49E+07,6.49E+07,BENIGN
172.217.11.46-192.168.10.9-80-13798-6,192.168.10.9,13798,172.217.11.46,80,6,5/7/2017 8:43,115680630,16,14,517,752,433,0,32.3125,106.8604815,746,0,53.71428571,199.2599495,10.96985727,0.259334687,3988987.241,4863309.835,1.00E+07,120,1.16E+08,7712042,4133798.631,1.00E+07,931,1.11E+08,8503690.462,3761408.828,1.00E+07,19354,0,0,0,0,332,424,0.138311833,0.121022854,0,746,40.93548387,151.9427382,23086.5957,0,0,0,1,0,0,0,0,0,42.3,32.3125,53.71428571,332,0,0,0,0,0,0,16,517,14,752,8192,343,15,20,60625.81818,80508.85987,303369,36258,9989190.545,63970.82135,1.00E+07,9796820,BENIGN
192.168.10.17-206.108.0.134-123-123-17,192.168.10.17,123,206.108.0.134,123,17,5/7/2017 8:43,69028882,7,7,336,336,48,48,48,0,48,48,48,0,9.735055538,0.202813657,5309914,1.62E+07,5.90E+07,28908,6.90E+07,1.15E+07,2.33E+07,5.90E+07,1999921,6.90E+07,1.15E+07,2.33E+07,5.90E+07,1999834,0,0,0,0,152,152,0.101406829,0.101406829,48,48,48,0,0,0,0,0,0,0,0,0,0,1,51.42857143,48,48,152,0,0,0,0,0,0,7,336,7,336,-1,-1,6,20,1.00E+07,0,1.00E+07,1.00E+07,5.90E+07,0,5.90E+07,5.90E+07,BENIGN
192.168.10.3-192.168.10.17-123-123-17,192.168.10.17,123,192.168.10.3,123,17,5/7/2017 8:42,103016713,14,14,672,672,48,48,48,0,48,48,48,0,13.04642675,0.271800557,3815433.815,1.38E+07,6.70E+07,2,1.03E+08,7924356.077,1.94E+07,6.70E+07,3,1.03E+08,7924353.769,1.94E+07,6.70E+07,2,0,0,0,0,280,280,0.135900279,0.135900279,48,48,48,0,0,0,0,0,0,0,0,0,0,1,49.71428571,48,48,280,0,0,0,0,0,0,14,672,14,672,-1,-1,13,20,3508439.5,4961511.604,7016758,121,4.80E+07,2.69E+07,6.70E+07,2.90E+07,BENIGN
192.168.10.9-52.40.81.184-13809-443-6,192.168.10.9,13809,52.40.81.184,443,6,5/7/2017 8:44,61230809,15,15,4785,3275,2920,0,319,811.7817265,1521,2,218.3333333,518.1164605,131.6330803,0.489949431,2111407.207,4087781.846,1.00E+07,63,6.12E+07,4373629.214,5099539.756,1.01E+07,218,6.11E+07,4367565.5,5146897.461,1.01E+07,215,0,0,0,0,312,304,0.244974715,0.244974715,0,2920,260,661.5621916,437664.5333,0,0,0,1,0,0,0,0,1,268.6666667,319,218.3333333,312,0,0,0,0,0,0,15,4785,15,3275,8192,37960,14,20,174702,216862.3715,617323,84492,9974518.333,87140.10582,1.00E+07,9796754,BENIGN
192.168.10.9-52.40.81.184-13808-443-6,192.168.10.9,13808,52.40.81.184,443,6,5/7/2017 8:44,61231828,15,15,5278,3275,2920,0,351.8666667,869.7108605,1521,2,218.3333333,518.1164605,139.6822581,0.489941277,2111442.345,4086039.933,1.00E+07,87,6.12E+07,4373702,5097172.348,1.01E+07,131,6.11E+07,4367578.857,5144795.417,1.01E+07,225,0,0,0,0,312,304,0.244970638,0.244970638,0,2920,275.9032258,696.6629197,485339.2237,0,0,0,1,0,0,0,0,1,285.1,351.8666667,218.3333333,312,0,0,0,0,0,0,15,5278,15,3275,8192,39420,14,20,175477,216567.0812,617494,85382,9971165.333,85509.02233,1.00E+07,9796744,BENIGN
192.168.10.9-2.16.4.144-13787-80-6,192.168.10.9,13787,2.16.4.144,80,6,5/7/2017 8:43,110847108,16,15,662,780,292,0,41.375,97.84537121,384,0,52,134.8077997,13.00890953,0.279664491,3694903.6,4819969.215,1.00E+07,105,1.11E+08,7383236.6,4499324.808,1.01E+07,173,1.11E+08,7910606.857,4271430.585,1.01E+07,468,0,0,0,0,332,432,0.144342963,0.135321528,0,384,45.0625,113.7342509,12935.47984,0,0,0,1,0,0,0,0,0,46.51612903,41.375,52,332,0,0,0,0,0,0,16,662,15,780,8192,980,15,20,146552.3636,108187.1179,410389,98292,9921497.545,169130.797,1.00E+07,9479884,BENIGN
192.168.10.12-224.0.0.251-5353-5353-17,192.168.10.12,5353,224.0.0.251,5353,17,5/7/2017 8:43,80426759,100,0,10194,0,118,45,101.94,30.39232359,0,0,0,0,126.7488598,1.243367273,812391.5051,3337370.383,1.74E+07,1,8.04E+07,812391.5051,3337370.383,1.74E+07,1,0,0,0,0,0,0,0,0,0,2900,0,1.243367273,0,45,118,101.3762376,30.76616696,946.5570297,0,0,0,0,0,0,0,0,0,102.39,101.94,0,2900,0,0,0,0,0,0,100,10194,0,0,-1,-1,99,20,1400678.6,3131980.141,7003335,13,1.47E+07,3796569.308,1.74E+07,8003941,BENIGN
192.154.108.74-192.168.10.12-123-123-17,192.168.10.12,123,192.154.108.74,123,17,5/7/2017 8:43,66068512,2,2,96,96,48,48,48,0,48,48,48,0,2.906074228,0.060543213,2.20E+07,3.80E+07,6.59E+07,68389,6.60E+07,6.60E+07,0,6.60E+07,6.60E+07,6.60E+07,6.60E+07,0,6.60E+07,6.60E+07,0,0,0,0,52,52,0.030271607,0.030271607,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,52,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,68780,0,68780,68780,6.59E+07,0,6.59E+07,6.59E+07,BENIGN
192.168.10.17-99.224.25.39-123-123-17,192.168.10.17,123,99.224.25.39,123,17,5/7/2017 8:43,6068220,4,4,192,192,48,48,48,0,48,48,48,0,63.28050071,1.318343765,866888.5714,996338.7809,1941320,58514,5999871,1999957,109.0825376,2000042,1999834,6009706,2003235.333,12071.43174,2012301,1989533,0,0,0,0,80,80,0.659171882,0.659171882,48,48,48,0,0,0,0,0,0,0,0,0,0,1,54,48,48,80,0,0,0,0,0,0,4,192,4,192,-1,-1,3,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.12-209.133.217.165-123-123-17,192.168.10.12,123,209.133.217.165,123,17,5/7/2017 8:43,66067069,2,2,96,96,48,48,48,0,48,48,48,0,2.906137701,0.060544535,2.20E+07,3.80E+07,6.59E+07,66918,6.60E+07,6.60E+07,0,6.60E+07,6.60E+07,6.60E+07,6.60E+07,0,6.60E+07,6.60E+07,0,0,0,0,60,60,0.030272268,0.030272268,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,60,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,66918,0,66918,66918,6.59E+07,0,6.59E+07,6.59E+07,BENIGN
192.168.10.3-192.168.10.12-123-123-17,192.168.10.12,123,192.168.10.3,123,17,5/7/2017 8:43,67000242,4,4,192,192,48,48,48,0,48,48,48,0,5.731322582,0.119402554,9571463.143,2.53E+07,6.70E+07,1,6.70E+07,2.23E+07,3.87E+07,6.70E+07,1,6.70E+07,2.23E+07,3.87E+07,6.70E+07,4,0,0,0,0,104,104,0.059701277,0.059701277,48,48,48,0,0,0,0,0,0,0,0,0,0,1,54,48,48,104,0,0,0,0,0,0,4,192,4,192,-1,-1,3,20,153,0,153,153,6.70E+07,0,6.70E+07,6.70E+07,BENIGN
128.100.100.128-192.168.10.17-123-123-17,192.168.10.17,123,128.100.100.128,123,17,5/7/2017 8:43,69022301,7,7,336,336,48,48,48,0,48,48,48,0,9.735983737,0.202832995,5309407.769,1.62E+07,5.90E+07,22309,6.90E+07,1.15E+07,2.33E+07,5.90E+07,1999836,6.90E+07,1.15E+07,2.33E+07,5.90E+07,1999575,0,0,0,0,164,164,0.101416497,0.101416497,48,48,48,0,0,0,0,0,0,0,0,0,0,1,51.42857143,48,48,164,0,0,0,0,0,0,7,336,7,336,-1,-1,6,20,1.00E+07,0,1.00E+07,1.00E+07,5.90E+07,0,5.90E+07,5.90E+07,BENIGN
192.168.10.12-208.81.1.244-123-123-17,192.168.10.12,123,208.81.1.244,123,17,5/7/2017 8:43,68042892,2,2,96,96,48,48,48,0,48,48,48,0,2.821749552,0.058786449,2.27E+07,3.92E+07,6.80E+07,42736,6.80E+07,6.80E+07,0,6.80E+07,6.80E+07,6.80E+07,6.80E+07,0,6.80E+07,6.80E+07,0,0,0,0,60,60,0.029393224,0.029393224,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,60,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,42933,0,42933,42933,6.80E+07,0,6.80E+07,6.80E+07,BENIGN
192.168.10.9-72.21.91.29-13806-80-6,192.168.10.9,13806,72.21.91.29,80,6,5/7/2017 8:43,115674408,17,15,519,1598,435,0,30.52941176,104.2485717,796,0,106.5333333,279.9269973,18.30136879,0.276638546,3731432.516,4808284.524,1.00E+07,55,1.16E+08,7229650.5,4427007.609,1.00E+07,180,1.10E+08,7883577.286,4228736.262,1.00E+07,679,0,0,0,0,364,444,0.146964227,0.129674318,0,796,64.15151515,203.1923536,41287.13258,0,0,0,1,0,0,0,0,0,66.15625,30.52941176,106.5333333,364,0,0,0,0,0,0,17,519,15,1598,8192,288,15,20,46219.63636,74031.25573,269425,23538,9987434.909,64352.50785,1.00E+07,9793413,BENIGN
192.168.10.12-99.224.25.39-123-123-17,192.168.10.12,123,99.224.25.39,123,17,5/7/2017 8:43,66066935,2,2,96,96,48,48,48,0,48,48,48,0,2.906143595,0.060544658,2.20E+07,3.80E+07,6.59E+07,66775,6.60E+07,6.60E+07,0,6.60E+07,6.60E+07,6.60E+07,6.60E+07,0,6.60E+07,6.60E+07,0,0,0,0,52,52,0.030272329,0.030272329,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,52,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,80651,0,80651,80651,6.59E+07,0,6.59E+07,6.59E+07,BENIGN
192.168.10.12-66.228.59.187-123-123-17,192.168.10.12,123,66.228.59.187,123,17,5/7/2017 8:43,69046161,2,2,96,96,48,48,48,0,48,48,48,0,2.780748375,0.057932258,2.30E+07,3.98E+07,6.90E+07,45836,6.90E+07,6.90E+07,0,6.90E+07,6.90E+07,6.90E+07,6.90E+07,0,6.90E+07,6.90E+07,0,0,0,0,52,52,0.028966129,0.028966129,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,52,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,45836,0,45836,45836,6.90E+07,0,6.90E+07,6.90E+07,BENIGN
138.236.128.36-192.168.10.12-123-123-17,192.168.10.12,123,138.236.128.36,123,17,5/7/2017 8:43,68042045,2,2,96,96,48,48,48,0,48,48,48,0,2.821784677,0.058787181,2.27E+07,3.92E+07,6.80E+07,41903,6.80E+07,6.80E+07,0,6.80E+07,6.80E+07,6.80E+07,6.80E+07,0,6.80E+07,6.80E+07,0,0,0,0,60,60,0.02939359,0.02939359,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,60,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,42053,0,42053,42053,6.80E+07,0,6.80E+07,6.80E+07,BENIGN
192.168.10.3-192.168.10.15-123-123-17,192.168.10.15,123,192.168.10.3,123,17,5/7/2017 8:43,64000798,4,4,192,192,48,48,48,0,48,48,48,0,5.999925188,0.124998441,9142971.143,2.42E+07,6.40E+07,1,6.40E+07,2.13E+07,3.70E+07,6.40E+07,3,6.40E+07,2.13E+07,3.70E+07,6.40E+07,1,0,0,0,0,128,128,0.062499221,0.062499221,48,48,48,0,0,0,0,0,0,0,0,0,0,1,54,48,48,128,0,0,0,0,0,0,4,192,4,192,-1,-1,3,32,66,0,66,66,6.40E+07,0,6.40E+07,6.40E+07,BENIGN
192.168.10.12-4.53.160.75-123-123-17,192.168.10.12,123,4.53.160.75,123,17,5/7/2017 8:43,69040570,2,2,96,96,48,48,48,0,48,48,48,0,2.780973564,0.057936949,2.30E+07,3.98E+07,6.90E+07,40420,6.90E+07,6.90E+07,0,6.90E+07,6.90E+07,6.90E+07,6.90E+07,0,6.90E+07,6.90E+07,0,0,0,0,52,52,0.028968475,0.028968475,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,52,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,40420,0,40420,40420,6.90E+07,0,6.90E+07,6.90E+07,BENIGN
173.255.246.13-192.168.10.12-123-123-17,192.168.10.12,123,173.255.246.13,123,17,5/7/2017 8:43,68080984,2,2,96,96,48,48,48,0,48,48,48,0,2.820170754,0.058753557,2.27E+07,3.92E+07,6.79E+07,80836,6.80E+07,6.80E+07,0,6.80E+07,6.80E+07,6.80E+07,6.80E+07,0,6.80E+07,6.80E+07,0,0,0,0,52,40,0.029376779,0.029376779,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,52,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,80988,0,80988,80988,6.79E+07,0,6.79E+07,6.79E+07,BENIGN
192.168.10.12-45.79.109.111-123-123-17,192.168.10.12,123,45.79.109.111,123,17,5/7/2017 8:43,68081089,2,2,96,96,48,48,48,0,48,48,48,0,2.820166405,0.058753467,2.27E+07,3.92E+07,6.79E+07,80937,6.80E+07,6.80E+07,0,6.80E+07,6.80E+07,6.80E+07,6.80E+07,0,6.80E+07,6.80E+07,0,0,0,0,40,40,0.029376733,0.029376733,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,40,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,81112,0,81112,81112,6.79E+07,0,6.79E+07,6.79E+07,BENIGN
192.168.10.12-38.126.113.10-123-123-17,192.168.10.12,123,38.126.113.10,123,17,5/7/2017 8:43,69087625,2,2,96,96,48,48,48,0,48,48,48,0,2.779079466,0.057897489,2.30E+07,3.97E+07,6.89E+07,87482,6.90E+07,6.90E+07,0,6.90E+07,6.90E+07,6.90E+07,6.90E+07,0,6.90E+07,6.90E+07,0,0,0,0,40,64,0.028948744,0.028948744,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,40,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,87507,0,87507,87507,6.89E+07,0,6.89E+07,6.89E+07,BENIGN
192.168.10.12-104.131.53.252-123-123-17,192.168.10.12,123,104.131.53.252,123,17,5/7/2017 8:43,67024043,2,2,96,96,48,48,48,0,48,48,48,0,2.864643662,0.059680076,2.23E+07,3.87E+07,6.70E+07,23788,6.70E+07,6.70E+07,0,6.70E+07,6.70E+07,6.70E+07,6.70E+07,0,6.70E+07,6.70E+07,0,0,0,0,52,52,0.029840038,0.029840038,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,52,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,23788,0,23788,23788,6.70E+07,0,6.70E+07,6.70E+07,BENIGN
192.168.10.12-204.9.54.119-123-123-17,192.168.10.12,123,204.9.54.119,123,17,5/7/2017 8:43,69038028,2,2,96,96,48,48,48,0,48,48,48,0,2.78107596,0.057939083,2.30E+07,3.98E+07,6.90E+07,37880,6.90E+07,6.90E+07,0,6.90E+07,6.90E+07,6.90E+07,6.90E+07,0,6.90E+07,6.90E+07,0,0,0,0,40,40,0.028969541,0.028969541,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,40,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,38021,0,38021,38021,6.90E+07,0,6.90E+07,6.90E+07,BENIGN
192.168.10.12-198.55.111.50-123-123-17,192.168.10.12,123,198.55.111.50,123,17,5/7/2017 8:43,69094174,2,2,96,96,48,48,48,0,48,48,48,0,2.778816055,0.057892001,2.30E+07,3.97E+07,6.89E+07,94015,6.90E+07,6.90E+07,0,6.90E+07,6.90E+07,6.90E+07,6.90E+07,0,6.90E+07,6.90E+07,0,0,0,0,40,40,0.028946001,0.028946001,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,40,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,94038,0,94038,94038,6.89E+07,0,6.89E+07,6.89E+07,BENIGN
192.168.10.17-198.55.111.50-123-123-17,192.168.10.17,123,198.55.111.50,123,17,5/7/2017 8:42,110093975,10,10,480,480,48,48,48,0,48,48,48,0,8.719823224,0.181662984,5794419.737,1.55E+07,6.19E+07,93894,1.10E+08,1.22E+07,2.13E+07,6.20E+07,1999842,1.10E+08,1.22E+07,2.13E+07,6.20E+07,1999713,0,0,0,0,200,212,0.090831492,0.090831492,48,48,48,0,0,0,0,0,0,0,0,0,0,1,50.4,48,48,200,0,0,0,0,0,0,10,480,10,480,-1,-1,9,20,7594043.5,1.06E+07,1.51E+07,94004,4.74E+07,2.05E+07,6.19E+07,3.29E+07,BENIGN
137.116.74.190-192.168.10.15-443-49453-6,192.168.10.15,49453,137.116.74.190,443,6,5/7/2017 8:43,352321,10,8,969,7046,261,0,96.9,119.968005,1460,0,880.75,609.6762021,22749.1407,51.08977325,20724.76471,24323.01236,55364,16,352321,39146.77778,38055.33217,97397,176,259878,37125.42857,36716.58958,90529,49,0,0,0,0,212,172,28.38320736,22.70656589,0,1460,421.8421053,560.2609772,313892.3626,0,0,0,1,0,0,0,0,0,445.2777778,96.9,880.75,212,0,0,0,0,0,0,10,969,8,7046,8192,510,9,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.19-91.189.89.199-123-123-17,192.168.10.19,123,91.189.89.199,123,17,5/7/2017 8:43,64094046,2,2,96,96,48,48,48,0,48,48,48,0,2.995598062,0.062408293,2.14E+07,3.68E+07,6.39E+07,94049,6.40E+07,6.40E+07,0,6.40E+07,6.40E+07,6.40E+07,6.40E+07,0,6.40E+07,6.40E+07,0,0,0,0,52,52,0.031204146,0.031204146,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,52,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,94160,0,94160,94160,6.39E+07,0,6.39E+07,6.39E+07,BENIGN
192.168.10.14-23.194.181.138-49508-80-6,192.168.10.14,49508,23.194.181.138,80,6,5/7/2017 8:44,69904685,7,8,505,7556,268,0,72.14285714,116.1212421,2484,0,944.5,917.3631467,115.3141596,0.214577893,4993191.786,1.84E+07,6.88E+07,47,6.99E+07,1.17E+07,2.80E+07,6.88E+07,47,1079951,154278.7143,326785.1321,890563,49,0,0,0,0,152,172,0.10013635,0.114441543,0,2484,503.8125,778.1873141,605575.4958,0,0,0,1,0,0,0,0,1,537.4,72.14285714,944.5,152,0,0,0,0,0,0,7,505,8,7556,8192,980,6,20,0,0,0,0,0,0,0,0,BENIGN
184.84.243.224-192.168.10.14-80-49498-6,192.168.10.14,49498,184.84.243.224,80,6,5/7/2017 8:44,88518052,20,27,599,51567,274,0,29.95,75.21091396,4380,0,1909.888889,1113.182836,589.3261185,0.530965141,1924305.478,1.30E+07,8.83E+07,7,8.85E+07,4658844.842,2.03E+07,8.83E+07,93,208820,8031.538462,31647.64488,160440,48,0,0,0,0,412,552,0.225942613,0.305022528,0,4380,1086.791667,1255.944672,1577397.02,0,0,0,1,0,0,0,0,1,1109.914894,29.95,1909.888889,412,0,0,0,0,0,0,20,599,27,51567,8192,980,19,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.14-23.15.4.24-49504-80-6,192.168.10.14,49504,23.15.4.24,80,6,5/7/2017 8:44,80546047,14,16,913,22897,321,0,65.21428571,119.4134244,2920,0,1431.0625,774.6634081,295.6073065,0.372457757,2777449.897,1.40E+07,7.53E+07,19,8.05E+07,6195849.769,2.08E+07,7.53E+07,49,5240713,349380.8667,1091245.391,4170891,48,0,0,0,0,292,332,0.17381362,0.198644137,0,2920,768.0645161,889.3047447,790862.929,0,0,0,1,0,0,0,0,1,793.6666667,65.21428571,1431.0625,292,0,0,0,0,0,0,14,913,16,22897,8192,1013,13,20,0,0,0,0,0,0,0,0,BENIGN
165.254.0.90-192.168.10.14-80-49467-6,192.168.10.14,49467,165.254.0.90,80,6,5/7/2017 8:43,182233,26,29,1608,44133,249,0,61.84615385,104.5449922,2970,0,1521.827586,617.9897751,251002.837,301.8114173,3374.685185,7944.556387,24018,0,182233,7289.32,10720.48576,24314,0,159284,5688.714286,10688.91321,29589,49,0,0,0,0,532,592,142.6744882,159.1369291,0,2970,816.8035714,862.0020337,743047.5062,0,0,0,1,0,0,0,0,1,831.6545455,61.84615385,1521.827586,532,0,0,0,0,0,0,26,1608,29,44133,8192,1114,25,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.14-40.80.145.78-49494-80-6,192.168.10.14,49494,40.80.145.78,80,6,5/7/2017 8:44,89404255,9,5,3852,4288,1900,0,428,683.6802981,2329,0,857.6,1176.619437,91.04712074,0.1565921,6877250.385,2.47E+07,8.92E+07,20,8.94E+07,1.12E+07,3.15E+07,8.92E+07,20,151116,37779,43513.57152,95852,4247,0,0,0,0,192,112,0.10066635,0.05592575,0,2329,542.6666667,852.9704958,727558.6667,0,0,0,1,0,0,0,0,0,581.4285714,428,857.6,192,0,0,0,0,0,0,9,3852,5,4288,8192,513,8,20,0,0,0,0,0,0,0,0,BENIGN
165.254.0.90-192.168.10.14-80-49467-6,192.168.10.14,49467,165.254.0.90,80,6,5/7/2017 8:45,22979,1,1,6,6,6,6,6,0,6,6,6,0,522.2159363,87.03598938,22979,0,22979,22979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,43.51799469,43.51799469,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,256,1114,0,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.16-104.131.53.252-123-123-17,192.168.10.16,123,104.131.53.252,123,17,5/7/2017 8:43,69023766,2,2,96,96,48,48,48,0,48,48,48,0,2.781650598,0.057951054,2.30E+07,3.98E+07,6.90E+07,23804,6.90E+07,6.90E+07,0,6.90E+07,6.90E+07,6.90E+07,6.90E+07,0,6.90E+07,6.90E+07,0,0,0,0,52,52,0.028975527,0.028975527,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,52,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,23844,0,23844,23844,6.90E+07,0,6.90E+07,6.90E+07,BENIGN
192.168.10.19-204.9.54.119-123-123-17,192.168.10.19,123,204.9.54.119,123,17,5/7/2017 8:43,68035826,2,2,96,96,48,48,48,0,48,48,48,0,2.82204261,0.058792554,2.27E+07,3.92E+07,6.80E+07,35695,6.80E+07,6.80E+07,0,6.80E+07,6.80E+07,6.80E+07,6.80E+07,0,6.80E+07,6.80E+07,0,0,0,0,52,52,0.029396277,0.029396277,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,52,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,35695,0,35695,35695,6.80E+07,0,6.80E+07,6.80E+07,BENIGN
192.168.10.16-66.228.59.187-123-123-17,192.168.10.16,123,66.228.59.187,123,17,5/7/2017 8:43,66045769,2,2,96,96,48,48,48,0,48,48,48,0,2.907074941,0.060564061,2.20E+07,3.81E+07,6.60E+07,45822,6.60E+07,6.60E+07,0,6.60E+07,6.60E+07,6.60E+07,6.60E+07,0,6.60E+07,6.60E+07,0,0,0,0,48,48,0.030282031,0.030282031,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,48,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,45903,0,45903,45903,6.60E+07,0,6.60E+07,6.60E+07,BENIGN
